trade_id,symbol,date,regime_group,sample_type,entry_price,current_sl,adaptive_sl,current_r,adaptive_r,delta_r,current_exit_reason,adaptive_exit_reason,current_mfe,adaptive_mfe,current_mae,adaptive_mae
1243,SAREGAMA,2025-03-31,BULL,IS,670.9190487808926,637.37,647.44,0.0929,0.1328,0.0399,TIMEOUT,TIMEOUT,0.29,0.41,0.62,0.89
1244,SAREGAMA,2025-04-17,BULL,IS,677.1871533730348,643.33,653.49,-0.5805,-1.0,-0.4195,TIMEOUT,SL_HIT,0.45,0.65,0.78,1.11
1245,SAREGAMA,2025-04-30,BULL,IS,666.9562173029964,633.61,643.61,-0.195,-1.0535,-0.8585,TIMEOUT,SL_HIT,0.24,0.35,0.86,1.22
1246,SATIN,2026-07-13,BULL,IS,267.19000244140625,253.83,245.81,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.25,0.33,1.27,1.39
1247,SATIN,2026-07-16,BULL,IS,266.1400146484375,252.83,244.85,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.0,0.38,1.12,1.35
1248,SATIN,2026-07-24,BULL,IS,268.8699951171875,255.43,247.36,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.39,0.25,1.08,1.46
1249,SBCL,2026-05-08,BULL,IS,636.6500244140625,604.82,585.72,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.0,0.0,1.3,1.2
1250,SBCL,2026-05-20,BULL,IS,664.7999877929688,631.56,611.62,1.75,0.9673,-0.7827,FULL_TARGET,TIMEOUT,3.74,2.34,0.0,0.0
1251,SBCL,2026-06-08,BULL,IS,731.5999755859375,695.02,673.07,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.42,0.26,1.89,1.18
1252,SBCL,2026-07-03,BULL,IS,794.0499877929688,754.35,738.87,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.5,0.36,1.59,1.14
1253,SBICARD,2025-03-11,BULL,IS,604.3068547580384,574.09,583.16,1.1811,1.75,0.5689,TIMEOUT,FULL_TARGET,1.89,2.7,0.32,0.45
1254,SBICARD,2025-08-04,BEAR,IS,741.8368913269543,704.75,715.87,1.3417,1.7021,0.3604,TIMEOUT,TIMEOUT,1.74,2.49,0.02,0.02
1255,SBICARD,2025-08-18,BEAR,IS,782.5922802833899,743.46,755.2,-0.1862,-0.266,-0.0798,TIMEOUT,TIMEOUT,0.63,0.9,0.23,0.32
1256,SBILIFE,2026-03-10,BEAR,IS,1986.4052752785326,1887.09,1916.88,0.7659,0.8798,0.1139,TIMEOUT,TIMEOUT,1.03,1.48,0.0,0.0
1257,SBILIFE,2026-04-01,BULL,IS,2067.5459558781336,1964.17,1995.18,0.4299,0.3999,-0.03,BE_EXIT,BE_EXIT,1.02,1.46,0.35,0.5
1258,SBIN,2025-10-28,BEAR,IS,913.779052734375,868.09,881.8,1.0644,1.3063,0.2419,TIMEOUT,TIMEOUT,1.17,1.66,0.0,0.0
1259,SBIN,2025-10-29,BEAR,IS,923.11083984375,876.96,890.8,0.8897,1.1354,0.2457,TIMEOUT,TIMEOUT,1.0,1.42,0.2,0.29
1260,SBIN,2025-12-05,SIDEWAYS,IS,954.2987060546875,906.58,920.9,-0.1328,-0.1897,-0.0569,TIMEOUT,TIMEOUT,0.24,0.34,0.43,0.62
1261,SCHNEIDER,2026-02-18,BEAR,IS,920.4000244140625,874.38,846.77,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.62,0.39,1.12,1.09
1262,SCHNEIDER,2026-04-06,BULL,IS,926.25,879.94,852.15,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.56,2.5,0.52,0.33
1263,SCHNEIDER,2026-04-07,BULL,IS,927.4500122070312,881.08,853.25,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.54,3.11,0.0,0.0
1264,SCHNEIDER,2026-04-08,BULL,IS,973.7999877929688,925.11,895.9,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.76,2.69,0.28,0.18
1265,SCHNEIDER,2026-04-10,BULL,IS,1010.0999755859375,959.59,929.29,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.93,2.97,0.67,0.42
1266,SCHNEIDER,2026-04-13,BULL,IS,1018.1500244140625,967.24,936.7,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.75,2.84,0.75,0.47
1267,SCHNEIDER,2026-04-17,BULL,IS,1036.050048828125,984.25,953.17,0.5,1.75,1.25,BE_EXIT,FULL_TARGET,1.46,2.58,0.23,0.15
1268,SCHNEIDER,2026-04-20,BULL,IS,1087.8499755859375,1033.46,1000.82,-1.0,1.75,2.75,SL_HIT,FULL_TARGET,0.44,2.5,1.17,0.73
1269,SCHNEIDER,2026-04-22,BULL,IS,1111.699951171875,1056.11,1022.76,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,3.49,2.74,0.57,0.36
1270,SCHNEIDER,2026-04-24,BULL,IS,1180.0999755859375,1121.09,1085.69,1.75,0.9459,-0.8041,FULL_TARGET,TIMEOUT,2.96,2.01,0.85,0.53
1271,SCHNEIDER,2026-04-30,BULL,IS,1243.699951171875,1181.51,1144.2,0.5,0.5,0.0,BE_EXIT,BE_EXIT,2.03,1.27,0.38,0.24
1272,SCHNEIDER,2026-05-04,BULL,IS,1305.800048828125,1240.51,1201.34,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.98,0.61,1.31,1.0
1273,SCHNEIDER,2026-05-05,BULL,IS,1349.9000244140625,1282.41,1241.91,-1.4802,-1.0,0.4802,SL_HIT,SL_HIT,0.3,0.19,1.92,1.2
1274,SCHNEIDER,2026-06-29,BULL,IS,1453.5999755859375,1380.92,1337.31,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.0,0.81,1.36,1.04
1275,SCHNEIDER,2026-07-03,BULL,IS,1481.5999755859375,1407.52,1363.07,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.9,0.56,1.06,1.25
1276,SENORES,2025-11-07,SIDEWAYS,IS,822.9500122070312,781.8,777.31,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.0,0.0,1.17,1.05
1277,SENORES,2026-04-27,BULL,IS,939.75,892.76,873.02,-1.0,1.75,2.75,SL_HIT,FULL_TARGET,0.17,3.82,1.18,0.93
1278,SENORES,2026-05-08,BULL,IS,965.5499877929688,917.27,908.44,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.53,0.45,1.22,1.03
1279,SENORES,2026-05-13,BULL,IS,973.75,925.06,912.88,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.35,0.28,1.38,1.1
1280,SENORES,2026-05-15,BULL,IS,1050.3499755859375,997.83,966.32,1.75,0.5,-1.25,FULL_TARGET,BE_EXIT,2.74,1.71,0.04,0.07
1281,SENORES,2026-06-12,BULL,IS,1290.0,1225.5,1186.8,0.5,0.9453,0.4453,BE_EXIT,TIMEOUT,1.09,1.14,0.64,0.4
1282,SENORES,2026-07-03,BULL,IS,1381.9000244140625,1312.81,1294.52,0.5,0.5,0.0,BE_EXIT,BE_EXIT,1.53,1.21,0.99,0.78
1283,SENORES,2026-07-08,BULL,IS,1409.800048828125,1339.31,1317.78,0.5,0.5,0.0,BE_EXIT,BE_EXIT,1.11,1.09,0.48,0.37
1284,SFL,2025-02-26,BULL,IS,1399.5493724441567,1329.57,1350.57,-0.1489,0.5,0.6489,TIMEOUT,BE_EXIT,0.93,1.33,0.28,0.31
1285,SFL,2025-03-12,BULL,IS,1440.9984979875007,1368.95,1390.56,-1.1224,-1.0402,0.0822,SL_HIT,SL_HIT,0.33,0.47,1.18,1.2
1286,SGFIN,2026-04-16,BULL,IS,516.7000122070312,490.87,475.36,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.59,3.22,0.93,0.58
1287,SGFIN,2026-04-21,BULL,IS,541.4000244140625,514.33,498.09,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,4.01,2.51,0.42,0.26
1288,SGFIN,2026-04-29,BULL,IS,565.75,537.46,520.49,1.75,0.5,-1.25,FULL_TARGET,BE_EXIT,2.98,1.86,0.49,0.48
1289,SGFIN,2026-05-06,BULL,IS,591.4500122070312,561.88,544.13,0.5,0.5,0.0,BE_EXIT,BE_EXIT,1.98,1.24,0.79,0.5
1290,SHAILY,2025-11-13,SIDEWAYS,IS,2610.5,2479.98,2401.66,0.5,-0.0632,-0.5632,BE_EXIT,TIMEOUT,1.45,0.91,0.34,0.7
1291,SHAILY,2025-11-17,SIDEWAYS,IS,2748.89990234375,2611.45,2528.99,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.28,0.18,1.23,1.3
1292,SHAILY,2026-05-20,BULL,IS,2733.800048828125,2597.11,2515.1,1.75,1.1502,-0.5998,FULL_TARGET,TIMEOUT,3.4,2.29,0.61,0.38
1293,SHILPAMED,2026-05-06,BULL,IS,441.8999938964844,419.8,406.55,0.5,0.5,0.0,BE_EXIT,BE_EXIT,1.63,1.02,0.71,0.45
1294,SHILPAMED,2026-05-15,BULL,IS,478.3999938964844,454.48,440.13,1.75,1.2793,-0.4707,FULL_TARGET,TIMEOUT,2.7,1.69,0.6,0.37
1295,SHILPAMED,2026-07-02,BULL,IS,600.8499755859375,570.81,552.78,0.5458,0.5286,-0.0172,TIMEOUT,TIMEOUT,1.64,1.02,0.42,0.27
1296,SHILPAMED,2026-08-04,OOS,OOS,644.6500244140625,612.42,607.26,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,3.39,2.92,0.24,0.21
1297,SHILPAMED,2026-08-05,OOS,OOS,721.75,685.66,671.27,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.69,2.87,0.0,0.0
1298,SHILPAMED,2026-08-07,OOS,OOS,759.75,721.76,698.97,1.75,1.3374,-0.4126,FULL_TARGET,TIMEOUT,2.81,1.8,0.0,0.0
1299,SHILPAMED,2026-08-10,OOS,OOS,807.5499877929688,767.17,742.95,1.1686,0.8359,-0.3327,TIMEOUT,TIMEOUT,1.52,0.95,0.95,0.6
1300,SHRIPISTON,2026-02-23,BEAR,IS,3071.5126953125,2917.94,2825.79,0.5,-1.0,-1.5,BE_EXIT,SL_HIT,1.01,0.63,0.32,1.2
1301,SHRIPISTON,2026-02-24,BEAR,IS,3179.78271484375,3020.79,2967.0,-1.1452,-1.0,0.1452,SL_HIT,SL_HIT,0.29,0.22,1.23,1.16
1302,SHRIPISTON,2026-04-10,BULL,IS,3603.87353515625,3423.68,3315.56,-1.0,-0.2519,0.7481,SL_HIT,TIMEOUT,0.87,0.54,1.19,0.79
1303,SHRIPISTON,2026-04-13,BULL,IS,3606.170654296875,3425.86,3317.68,-1.0,-0.1662,0.8338,SL_HIT,TIMEOUT,0.86,0.53,1.2,0.8
1304,SHRIPISTON,2026-06-15,BULL,IS,3737.4130859375,3550.54,3509.59,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.54,2.98,0.38,0.32
1305,SHRIPISTON,2026-06-24,BULL,IS,3922.19140625,3726.08,3672.97,1.75,0.9984,-0.7516,FULL_TARGET,TIMEOUT,2.52,1.98,0.0,0.0
1306,SHRIPISTON,2026-06-30,BULL,IS,4182.37890625,3973.26,3937.68,0.5,1.0985,0.5985,BE_EXIT,TIMEOUT,1.12,1.39,0.04,0.41
1307,SHRIPISTON,2026-07-21,BULL,IS,4475.2998046875,4251.53,4215.74,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.19,0.16,1.58,1.36
1308,SHRIPISTON,2026-08-03,OOS,OOS,4524.39990234375,4298.18,4270.72,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.11,0.1,1.92,1.71
1309,SHRIPISTON,2026-08-05,OOS,OOS,4440.7998046875,4218.76,4085.54,0.8892,0.7433,-0.1459,TIMEOUT,TIMEOUT,1.66,1.04,0.65,0.41
1310,SHRIPISTON,2026-08-20,OOS,OOS,4513.7998046875,4288.11,4199.13,0.5,0.0596,-0.4404,BE_EXIT,TIMEOUT,1.31,0.94,0.36,0.29
1311,SHRIPISTON,2026-08-21,OOS,OOS,4600.10009765625,4370.1,4280.16,-0.2937,-0.2111,0.0826,TIMEOUT,TIMEOUT,0.91,0.65,0.77,0.55
1312,SHRIRAMFIN,2025-10-29,BEAR,IS,729.848876953125,693.36,704.3,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.64,2.93,0.31,0.44
1313,SHRIRAMFIN,2025-11-03,SIDEWAYS,IS,787.17333984375,747.81,750.85,1.0889,1.1382,0.0493,TIMEOUT,TIMEOUT,1.27,1.37,0.29,0.31
1314,SHRIRAMFIN,2025-11-07,SIDEWAYS,IS,811.7581176757812,771.17,771.41,0.9324,0.935,0.0026,TIMEOUT,TIMEOUT,1.36,1.37,0.31,0.31
1315,SHYAMMETL,2026-06-04,BULL,IS,1002.0,951.9,964.45,-1.0,-1.0919,-0.0919,SL_HIT,SL_HIT,0.24,0.32,1.02,1.09
1316,SHYAMMETL,2026-07-14,BULL,IS,1035.949951171875,984.15,985.56,0.5,0.5,0.0,BE_EXIT,BE_EXIT,1.04,1.07,0.56,0.58
1317,SIEMENS,2025-03-11,BULL,IS,1430.5177971344197,1358.99,1380.45,1.1282,1.3975,0.2693,TIMEOUT,TIMEOUT,1.42,2.03,0.46,0.66
1318,SIEMENS,2025-03-25,BULL,IS,1501.1128485559416,1426.06,1448.57,1.4691,1.75,0.2809,TIMEOUT,FULL_TARGET,2.09,2.86,0.27,0.38
1319,SIEMENS,2025-04-02,BULL,IS,1528.6855612508086,1452.25,1475.18,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.55,2.55,0.04,0.06
1320,SIEMENS,2025-04-07,BULL,IS,1586.3845740201887,1507.07,1530.86,0.6683,0.7405,0.0722,TIMEOUT,TIMEOUT,1.73,2.47,0.0,0.0
1321,SIEMENS,2025-06-23,BULL,IS,1843.0786113648549,1750.92,1778.57,-1.2964,-1.1167,0.1797,SL_HIT,SL_HIT,0.11,0.16,1.32,1.17
1322,SIGNPOST,2026-05-05,BULL,IS,279.1000061035156,265.15,256.77,0.5,0.5,0.0,BE_EXIT,BE_EXIT,2.21,1.38,0.14,0.09
1323,SJS,2025-10-20,BEAR,IS,1527.5181884765625,1451.14,1433.26,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,3.35,2.72,0.73,0.59
1324,SJS,2025-10-28,BEAR,IS,1522.5263671875,1446.4,1433.06,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,3.43,2.92,0.17,0.14
1325,SJS,2025-10-29,BEAR,IS,1566.25537109375,1487.94,1471.45,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.77,2.58,0.14,0.12
1326,SJS,2025-10-31,BEAR,IS,1611.881103515625,1531.29,1509.05,0.9553,0.8568,-0.0985,TIMEOUT,TIMEOUT,2.47,1.94,0.5,0.39
1327,SJS,2025-11-03,SIDEWAYS,IS,1629.5523681640625,1548.07,1523.36,0.9117,0.8159,-0.0958,TIMEOUT,TIMEOUT,2.23,1.71,0.0,0.0
1328,SJS,2025-11-10,SIDEWAYS,IS,1745.663818359375,1658.38,1606.01,-0.7709,-0.4818,0.2891,TIMEOUT,TIMEOUT,0.75,0.47,1.0,0.62
1329,SJS,2025-12-23,SIDEWAYS,IS,1776.71337890625,1687.88,1672.17,-1.0,-1.0457,-0.0457,SL_HIT,SL_HIT,0.23,0.85,1.12,1.47
1330,SJS,2026-07-22,BULL,IS,2240.199951171875,2128.19,2125.99,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.69,2.64,0.2,0.2
1331,SJS,2026-07-24,BULL,IS,2335.60009765625,2218.82,2209.77,1.343,1.2824,-0.0606,TIMEOUT,TIMEOUT,2.18,2.02,0.31,0.29
1332,SJS,2026-07-27,BULL,IS,2419.300048828125,2298.34,2288.83,0.5,0.5,0.0,BE_EXIT,BE_EXIT,1.41,1.31,0.99,0.92
1333,SJS,2026-08-03,OOS,OOS,2483.39990234375,2359.23,2344.67,-1.0,0.5644,1.5644,SL_HIT,TIMEOUT,0.86,0.77,1.03,0.92
1334,SJS,2026-08-05,OOS,OOS,2510.300048828125,2384.79,2346.63,-1.0,-0.1491,0.8509,SL_HIT,TIMEOUT,0.64,0.49,1.14,0.95
1335,SJVN,2025-02-27,BULL,IS,2060.5818582657976,1957.55,1988.46,1.0107,1.2296,0.2189,TIMEOUT,TIMEOUT,1.09,1.56,0.13,0.19
1336,SJVN,2026-03-17,BEAR,IS,2631.401260455862,2499.83,2539.3,0.9724,1.1749,0.2025,TIMEOUT,TIMEOUT,1.04,1.48,0.21,0.3
1337,SJVN,2026-03-18,BEAR,IS,2674.8900340507234,2541.15,2581.27,0.1117,0.1596,0.0479,TIMEOUT,TIMEOUT,0.7,1.0,0.53,0.76
1338,SJVN,2026-04-02,BULL,IS,2671.9007789653765,2538.31,2578.38,0.4858,0.5,0.0142,BE_EXIT,BE_EXIT,1.05,1.03,0.1,0.07
1339,SJVN,2026-04-06,BULL,IS,2702.557373461083,2567.43,2607.97,0.2878,0.5,0.2122,TIMEOUT,BE_EXIT,0.81,1.16,0.33,0.39
1340,SJVN,2026-04-17,BULL,IS,2801.350992161383,2661.28,2703.3,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.0,0.0,1.02,1.06
1341,SKFINDUS,2025-04-15,BULL,IS,2102.6429893998097,1997.51,2029.05,0.5781,0.9129,0.3348,TIMEOUT,TIMEOUT,0.74,1.06,0.4,0.57
1342,SKFINDUS,2025-04-21,BULL,IS,2110.556309329068,2005.03,2036.69,-0.0343,-0.049,-0.0147,TIMEOUT,TIMEOUT,0.66,0.95,0.21,0.3
1343,SKFINDUS,2025-04-28,BULL,IS,2151.827556036009,2044.24,2076.51,0.0245,0.035,0.0105,TIMEOUT,TIMEOUT,0.27,0.38,0.58,0.83
1344,SKFINDUS,2025-05-02,BULL,IS,2140.200481220444,2033.19,2065.29,0.5238,0.7482,0.2244,TIMEOUT,TIMEOUT,0.56,0.8,0.48,0.68
1345,SKFINDUS,2025-05-06,BULL,IS,2163.4157184196383,2055.24,2087.7,0.4026,0.5752,0.1726,TIMEOUT,TIMEOUT,0.56,0.8,0.69,0.98
1346,SKFINDUS,2025-05-21,BULL,IS,2186.248119765361,2076.94,2109.73,-1.1262,-1.6088,-0.4826,SL_HIT,SL_HIT,0.42,0.6,1.21,1.73
1347,SKFINDUS,2025-12-04,SIDEWAYS,IS,3079.414401009724,2925.44,2971.63,1.3852,1.75,0.3648,TIMEOUT,FULL_TARGET,1.78,2.54,0.0,0.0
1348,SKFINDUS,2025-12-09,SIDEWAYS,IS,3271.3972658549433,3107.83,3156.9,-0.1751,-0.2502,-0.0751,TIMEOUT,TIMEOUT,0.57,0.81,0.52,0.74
1349,SKIPPER,2026-03-26,BEAR,IS,1133.373872272442,1076.71,1093.71,-1.0523,-1.0,0.0523,SL_HIT,SL_HIT,0.0,0.0,1.13,1.12
1350,SKIPPER,2026-05-11,BULL,IS,1161.4377452194178,1103.37,1120.79,0.9432,1.1331,0.1899,TIMEOUT,TIMEOUT,1.0,1.44,0.15,0.22
1351,SKIPPER,2026-05-15,BULL,IS,1196.0330869457455,1136.23,1154.17,0.7068,1.0048,0.298,TIMEOUT,TIMEOUT,0.78,1.12,0.53,0.76
1352,SKIPPER,2026-05-18,BULL,IS,1196.7122476235756,1136.88,1154.83,0.7006,1.0004,0.2998,TIMEOUT,TIMEOUT,0.77,1.1,0.54,0.77
1353,SKIPPER,2026-08-06,OOS,OOS,1416.195004642473,1345.39,1366.63,-12.1488,-8.1774,3.9714,SL_HIT,BE_EXIT,0.98,1.4,12.22,17.46
1354,SKMEGGPROD,2025-10-27,BEAR,IS,183.60000610351562,174.42,170.57,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.96,3.75,0.39,0.28
1355,SKMEGGPROD,2025-10-29,BEAR,IS,193.35000610351562,183.68,179.56,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,4.05,2.84,0.0,0.0
1356,SKMEGGPROD,2025-10-31,BEAR,IS,208.625,198.19,193.95,0.5,0.5,0.0,BE_EXIT,BE_EXIT,2.29,1.63,0.43,0.3
1357,SKMEGGPROD,2026-06-24,BULL,IS,268.0,254.6,246.56,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,3.13,2.63,0.36,0.23
1358,SKMEGGPROD,2026-06-29,BULL,IS,304.04998779296875,288.85,279.73,0.5,1.75,1.25,BE_EXIT,FULL_TARGET,1.34,2.79,1.13,0.71
1359,SKMEGGPROD,2026-07-13,BULL,IS,360.8999938964844,342.85,332.03,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.5,0.32,1.71,1.07
1360,SKYGOLD,2026-04-28,BULL,IS,436.45001220703125,414.63,401.53,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,3.13,3.25,0.0,0.0
1361,SKYGOLD,2026-04-29,BULL,IS,458.54998779296875,435.62,421.87,1.75,0.5,-1.25,FULL_TARGET,BE_EXIT,3.98,2.49,0.58,1.01
1362,SKYGOLD,2026-05-06,BULL,IS,479.0,455.05,447.54,1.75,0.5,-1.25,FULL_TARGET,BE_EXIT,2.96,2.25,0.0,0.13
1363,SKYGOLD,2026-05-07,BULL,IS,497.04998779296875,472.2,464.87,0.5,0.5,0.0,BE_EXIT,BE_EXIT,2.13,1.64,0.89,0.69
1364,SKYGOLD,2026-05-08,BULL,IS,541.25,514.19,503.96,-1.4523,-1.0539,0.3984,SL_HIT,SL_HIT,0.0,0.0,2.45,1.78
1365,SKYGOLD,2026-07-09,BULL,IS,623.2999877929688,592.13,573.44,0.7398,0.6499,-0.0899,TIMEOUT,TIMEOUT,2.14,1.34,0.67,0.42
1366,SKYGOLD,2026-07-20,BULL,IS,658.3499755859375,625.43,605.68,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,4.79,2.99,0.78,0.49
1367,SKYGOLD,2026-08-07,OOS,OOS,719.4000244140625,683.43,661.85,1.75,1.5678,-0.1822,FULL_TARGET,TIMEOUT,2.68,2.27,0.0,0.0
1368,SKYGOLD,2026-08-12,OOS,OOS,833.0999755859375,791.44,766.45,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.36,0.22,1.51,1.04
1369,SMLMAH,2026-08-05,OOS,OOS,5917.5,5621.62,5444.1,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.0,0.0,1.05,1.62
1370,SMSPHARMA,2026-02-26,BEAR,IS,389.3999938964844,369.93,358.25,-1.0,0.5,1.5,SL_HIT,BE_EXIT,0.7,1.43,1.45,0.93
1371,SMSPHARMA,2026-03-10,BEAR,IS,420.29998779296875,399.28,386.68,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.65,0.4,2.57,1.61
1372,SOBHA,2025-03-25,BULL,IS,1116.8752988768686,1061.03,1077.78,-1.0,-1.2219,-0.2219,SL_HIT,SL_HIT,0.0,0.0,1.06,1.22
1373,SOBHA,2025-04-16,BULL,IS,1090.4173054394394,1035.9,1052.25,-1.0,-1.1519,-0.1519,SL_HIT,SL_HIT,0.46,0.66,1.03,1.28
1374,SOLARINDS,2026-05-14,BULL,IS,16665.0,15831.75,16047.43,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.56,2.97,0.41,0.55
1375,SOLARINDS,2026-05-15,BULL,IS,17314.0,16448.3,16461.57,1.1509,1.1611,0.0102,TIMEOUT,TIMEOUT,1.8,1.83,0.1,0.1
1376,SOLARINDS,2026-06-03,BULL,IS,18577.0,17648.15,17639.46,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.21,0.21,1.02,1.01
1377,SONACOMS,2026-04-27,BULL,IS,586.9440307617188,557.6,548.16,-1.0,-0.5425,0.4575,SL_HIT,TIMEOUT,0.86,0.65,1.12,0.85
1378,SONACOMS,2026-04-28,BULL,IS,597.0646362304688,567.21,558.3,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.51,0.39,1.01,1.11
1379,SONACOMS,2026-04-30,BULL,IS,605.4901123046875,575.22,567.17,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.22,0.18,1.23,1.01
1380,SONACOMS,2026-07-02,BULL,IS,662.2999877929688,629.18,638.45,1.3673,1.75,0.3827,TIMEOUT,FULL_TARGET,2.33,3.01,0.14,0.2
1381,SONACOMS,2026-07-17,BULL,IS,704.8499755859375,669.61,669.56,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.54,2.54,0.1,0.1
1382,SONACOMS,2026-07-20,BULL,IS,714.5499877929688,678.82,678.99,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,3.03,3.05,0.29,0.29
1383,SONACOMS,2026-07-21,BULL,IS,732.75,696.11,696.28,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.51,2.52,0.78,0.78
1384,SONACOMS,2026-07-30,BULL,IS,763.75,725.56,723.5,1.2613,1.2224,-0.0389,TIMEOUT,TIMEOUT,2.1,1.99,0.05,0.04
1385,SONACOMS,2026-08-05,OOS,OOS,814.5999755859375,773.87,771.84,-0.4567,-0.435,0.0217,TIMEOUT,TIMEOUT,0.72,0.69,0.7,0.66
1386,SONACOMS,2026-08-07,OOS,OOS,818.0499877929688,777.15,771.85,-0.1039,-0.092,0.0119,TIMEOUT,TIMEOUT,0.63,0.56,0.69,0.61
1387,SOTL,2026-08-05,OOS,OOS,674.0693359375,640.37,620.14,1.75,0.5,-1.25,FULL_TARGET,BE_EXIT,4.0,2.5,0.0,0.13
1388,SOTL,2026-09-01,OOS,OOS,771.4000244140625,732.83,709.69,-1.0,-0.4967,0.5033,SL_HIT,TIMEOUT,0.66,0.41,1.0,0.65
1389,SOUTHBANK,2025-06-18,BULL,IS,1572.8690132957292,1494.23,1517.82,1.0625,1.75,0.6875,TIMEOUT,FULL_TARGET,1.82,2.6,0.0,0.0
1390,SOUTHBANK,2025-06-20,BULL,IS,1616.5184134770532,1535.69,1559.94,1.0016,1.2166,0.215,TIMEOUT,TIMEOUT,1.23,1.76,0.0,0.0
1391,SOUTHBANK,2025-07-28,BEAR,IS,1696.0613659384355,1611.26,1636.7,0.9794,0.3847,-0.5947,TIMEOUT,BE_EXIT,1.14,1.42,0.16,0.23
1392,SOUTHBANK,2026-05-15,BULL,IS,2840.594447009558,2698.56,2741.17,-0.0015,-0.0021,-0.0006,TIMEOUT,TIMEOUT,0.6,0.85,0.53,0.76
1393,SPAL,2026-06-03,BULL,IS,843.9000244140625,801.71,785.87,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.13,0.1,1.03,1.01
1394,SPAL,2026-06-24,BULL,IS,1109.0999755859375,1053.64,1020.37,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.73,0.46,1.05,1.11
1395,SPAL,2026-06-30,BULL,IS,1138.1500244140625,1081.24,1047.1,0.5,-1.0,-1.5,BE_EXIT,SL_HIT,1.47,0.92,0.99,1.38
1396,SPLPETRO,2025-05-02,BULL,IS,1061.469593837613,1008.4,1024.32,1.1671,1.453,0.2859,TIMEOUT,TIMEOUT,1.36,1.94,0.0,0.0
1397,SPLPETRO,2025-05-13,BULL,IS,1077.9342947499624,1024.04,1040.21,1.3505,1.75,0.3995,TIMEOUT,FULL_TARGET,1.98,2.83,0.15,0.21
1398,SSWL,2026-07-02,BULL,IS,248.05999755859375,235.66,233.09,-1.0,1.75,2.75,SL_HIT,FULL_TARGET,0.61,2.74,1.1,0.92
1399,SSWL,2026-09-01,OOS,OOS,357.25,339.39,333.23,-1.0,0.1915,1.1915,SL_HIT,TIMEOUT,0.0,0.39,1.06,0.78
1400,STAR,2026-04-27,BULL,IS,1098.550048828125,1043.62,1034.42,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.0,0.0,1.32,1.13
