event_id,session_date,symbol,regime,rvol_5m,clv_5m,oi_change_5m,max_mfe,s1_r,s2_r,s3_r,s4_r,s5_r
EVT_SC_013792,2024-05-01,CHOLAFIN,BULL,2.18,0.596,-1.55,0.93,0.0,0.0,0.0,0.0,0.0
EVT_SC_013793,2024-05-01,PERSISTENT,BULL,5.32,0.54,0.7,4.44,0.0,0.0,0.0,0.0,0.0
EVT_SC_013794,2024-05-01,HDFCBANK,BULL,4.46,0.843,-0.83,0.44,0.0,0.0,0.0,0.0,0.0
EVT_SC_013795,2024-05-01,HAL,BULL,1.95,0.901,-1.97,0.52,0.0,0.0,0.0,0.0,0.0
EVT_SC_013796,2024-05-01,NTPC,BULL,4.53,0.823,-1.78,9.28,3.2,5.654,5.555,5.176,5.741
EVT_SC_013797,2024-05-01,POLYCAB,BULL,1.37,0.917,-2.05,0.94,-0.95,0.0,0.0,0.0,0.0
EVT_SC_013798,2024-05-01,ICICIBANK,BULL,1.28,0.767,0.24,1.58,0.0,0.0,0.0,0.0,0.0
EVT_SC_013799,2024-05-01,SUNPHARMA,BULL,3.17,0.401,-0.49,0.99,0.0,0.0,0.0,0.0,0.0
EVT_SC_013800,2024-05-01,COALINDIA,BULL,5.39,0.275,-0.26,0.67,0.0,0.0,0.0,0.0,0.0
EVT_SC_013801,2024-05-01,SBIN,BULL,4.36,0.589,1.06,4.97,0.0,0.0,2.991,0.0,0.0
EVT_SC_013802,2024-05-01,HINDALCO,BULL,2.47,0.59,-1.58,0.74,0.0,0.0,0.0,0.0,0.0
EVT_SC_013803,2024-05-01,POWERGRID,BULL,5.31,0.851,-0.2,2.84,0.0,1.136,0.0,1.85,0.0
EVT_SC_013804,2024-05-01,DIXON,BULL,5.23,0.951,0.56,1.51,0.0,-1.0,0.0,0.0,0.0
EVT_SC_013805,2024-05-01,M&M,BULL,4.5,0.615,0.65,4.15,0.0,0.0,0.0,0.0,0.0
EVT_SC_013806,2024-05-01,TECHM,BULL,1.11,0.48,-2.46,0.6,0.0,0.0,0.0,0.0,0.0
EVT_SC_013807,2024-05-01,ADANIENT,BULL,4.38,0.727,-2.29,0.95,-0.93,-1.0,0.0,0.0,0.0
EVT_SC_013808,2024-05-01,DLF,BULL,4.92,0.597,-0.59,5.01,3.2,0.0,4.103,0.0,0.0
EVT_SC_013809,2024-05-02,GODREJPROP,BULL,4.71,0.631,-2.22,3.49,2.618,0.0,0.0,0.0,0.0
EVT_SC_013810,2024-05-02,CIPLA,BULL,3.78,0.819,-0.77,9.66,3.2,5.837,5.684,0.0,5.878
EVT_SC_013811,2024-05-02,M&M,BULL,3.31,0.684,-1.17,3.28,2.46,2.774,0.0,0.0,0.0
EVT_SC_013812,2024-05-02,POWERGRID,BULL,1.59,0.524,-0.21,0.44,0.0,0.0,0.0,0.0,0.0
EVT_SC_013813,2024-05-02,BAJFINANCE,BULL,1.26,0.717,-0.7,1.05,-0.9,0.0,0.0,0.0,0.0
EVT_SC_013814,2024-05-02,HDFCBANK,BULL,3.52,0.2,0.83,3.49,0.0,0.0,2.547,0.0,0.0
EVT_SC_013815,2024-05-02,DRREDDY,BULL,5.15,0.634,0.69,3.52,0.0,0.0,0.0,0.0,0.0
EVT_SC_013816,2024-05-02,VBL,BULL,2.57,0.84,-2.4,3.64,2.73,0.0,0.0,1.85,0.0
EVT_SC_013817,2024-05-02,HINDUNILVR,BULL,3.59,0.557,-1.73,1.02,0.0,0.0,0.0,0.0,0.0
EVT_SC_013818,2024-05-02,TATASTEEL,BULL,4.3,0.952,-1.32,5.07,3.2,3.634,0.0,3.281,0.0
EVT_SC_013819,2024-05-02,HAL,BULL,3.56,0.554,1.13,1.66,0.0,0.0,0.0,0.0,0.0
EVT_SC_013820,2024-05-02,HINDALCO,BULL,1.53,0.61,-2.42,0.91,0.273,0.0,0.0,0.0,0.0
EVT_SC_013821,2024-05-02,NESTLEIND,BULL,3.17,0.44,-2.13,3.26,2.445,0.0,0.0,0.0,0.0
EVT_SC_013822,2024-05-02,TECHM,BULL,3.85,0.884,1.02,4.11,0.0,3.173,0.0,1.85,0.0
EVT_SC_013823,2024-05-02,MARUTI,BULL,4.07,0.607,-0.89,1.53,0.0,0.0,0.0,0.0,0.0
EVT_SC_013824,2024-05-02,POLYCAB,BULL,1.67,0.796,-1.14,1.68,-0.94,0.0,0.0,0.0,0.0
EVT_SC_013825,2024-05-03,ADANIPORTS,NEUTRAL,3.4,0.388,-2.0,0.62,0.0,0.0,0.0,0.0,0.0
EVT_SC_013826,2024-05-03,ICICIBANK,NEUTRAL,1.47,0.277,-1.12,1.61,-1.02,0.0,0.0,0.0,0.0
EVT_SC_013827,2024-05-03,HDFCBANK,NEUTRAL,4.67,0.674,-0.62,2.66,1.995,1.064,0.0,0.0,0.0
EVT_SC_013828,2024-05-03,LTIM,NEUTRAL,4.71,0.822,-0.22,3.19,0.0,2.731,0.0,1.85,0.0
EVT_SC_013829,2024-05-03,HAL,NEUTRAL,1.49,0.607,0.4,0.41,0.0,0.0,0.0,0.0,0.0
EVT_SC_013830,2024-05-03,PERSISTENT,NEUTRAL,3.6,0.261,0.63,0.84,0.0,0.0,0.0,0.0,0.0
EVT_SC_013831,2024-05-03,TATAMOTORS,NEUTRAL,3.26,0.508,-2.31,4.93,3.2,0.0,0.0,0.0,0.0
EVT_SC_013832,2024-05-03,MARUTI,NEUTRAL,2.27,0.43,-0.01,4.03,0.0,0.0,0.0,0.0,0.0
EVT_SC_013833,2024-05-03,HINDUNILVR,NEUTRAL,5.29,0.284,-1.36,3.31,2.482,0.0,0.0,0.0,0.0
EVT_SC_013834,2024-05-03,INFY,NEUTRAL,3.87,0.863,-0.74,1.78,0.0,0.0,0.0,0.0,0.0
EVT_SC_013835,2024-05-03,SBIN,NEUTRAL,0.92,0.406,-1.66,0.97,0.0,0.0,0.0,0.0,0.0
EVT_SC_013836,2024-05-03,RELIANCE,NEUTRAL,3.5,0.292,-1.73,0.77,0.0,0.0,0.0,0.0,0.0
EVT_SC_013837,2024-05-03,GODREJPROP,NEUTRAL,3.0,0.389,0.35,1.34,0.0,0.0,0.0,0.0,0.0
EVT_SC_013838,2024-05-03,CIPLA,NEUTRAL,1.82,0.41,0.38,0.91,0.0,0.0,0.0,0.0,0.0
EVT_SC_013839,2024-05-03,DIXON,NEUTRAL,4.43,0.33,-0.9,5.0,3.2,0.0,0.0,0.0,0.0
EVT_SC_013840,2024-05-03,POLYCAB,NEUTRAL,4.91,0.518,-2.25,0.45,0.0,0.0,0.0,0.0,0.0
EVT_SC_013841,2024-05-06,NTPC,BULL,5.37,0.715,-1.32,3.31,2.482,2.789,0.0,1.85,0.0
EVT_SC_013842,2024-05-06,HINDUNILVR,BULL,5.34,0.337,-2.01,3.01,2.257,0.0,0.0,0.0,0.0
EVT_SC_013843,2024-05-06,JSWSTEEL,BULL,3.68,0.316,0.11,4.31,0.0,0.0,0.0,0.0,0.0
EVT_SC_013844,2024-05-06,BAJFINANCE,BULL,0.87,0.226,1.03,0.46,0.0,0.0,0.0,0.0,0.0
EVT_SC_013845,2024-05-06,HDFCBANK,BULL,1.76,0.758,-0.98,1.77,-0.93,0.0,0.0,0.0,0.0
EVT_SC_013846,2024-05-06,VEDL,BULL,2.59,0.226,-1.69,1.52,-0.91,0.0,0.0,0.0,0.0
EVT_SC_013847,2024-05-06,COFORGE,BULL,4.4,0.309,-2.14,4.03,3.022,0.0,0.0,0.0,0.0
EVT_SC_013848,2024-05-06,SIEMENS,BULL,2.4,0.816,0.2,1.76,0.0,0.0,0.0,0.0,0.0
EVT_SC_013849,2024-05-06,PERSISTENT,BULL,1.26,0.294,1.2,1.05,0.0,0.0,0.0,0.0,0.0
EVT_SC_013850,2024-05-06,ABB,BULL,5.26,0.457,-2.12,3.6,2.7,0.0,0.0,0.0,0.0
EVT_SC_013851,2024-05-06,TCS,BULL,2.39,0.551,1.14,4.55,0.0,0.0,0.0,0.0,0.0
EVT_SC_013852,2024-05-06,TATASTEEL,BULL,2.35,0.385,0.14,3.3,0.0,0.0,0.0,0.0,0.0
EVT_SC_013853,2024-05-06,DLF,BULL,1.32,0.461,1.01,1.39,0.0,0.0,0.0,0.0,0.0
EVT_SC_013854,2024-05-06,INFY,BULL,1.04,0.486,-0.25,0.76,0.0,0.0,0.0,0.0,0.0
EVT_SC_013855,2024-05-06,ADANIENT,BULL,3.33,0.545,1.0,4.15,0.0,0.0,0.0,0.0,0.0
EVT_SC_013856,2024-05-07,TATAMOTORS,BULL,3.01,0.329,1.17,3.72,0.0,0.0,0.0,0.0,0.0
EVT_SC_013857,2024-05-07,BAJFINANCE,BULL,1.53,0.717,-1.58,1.77,-0.95,0.0,0.0,0.0,0.0
EVT_SC_013858,2024-05-07,DLF,BULL,2.26,0.652,-1.5,3.23,2.422,0.0,2.469,0.0,0.0
EVT_SC_013859,2024-05-07,PERSISTENT,BULL,2.1,0.464,-1.76,1.3,0.39,0.0,0.0,0.0,0.0
EVT_SC_013860,2024-05-07,LTIM,BULL,3.88,0.37,-1.73,1.21,0.363,0.0,0.0,0.0,0.0
EVT_SC_013861,2024-05-07,CIPLA,BULL,4.89,0.833,-1.15,7.48,3.2,4.79,4.943,4.366,5.093
EVT_SC_013862,2024-05-07,HINDUNILVR,BULL,2.19,0.593,-1.59,5.04,3.2,0.0,0.0,0.0,0.0
EVT_SC_013863,2024-05-07,SUNPHARMA,BULL,2.74,0.337,-0.22,1.45,0.0,0.0,0.0,0.0,0.0
EVT_SC_013864,2024-05-07,INFY,BULL,2.76,0.444,-0.35,3.77,0.0,0.0,0.0,0.0,0.0
EVT_SC_013865,2024-05-07,COFORGE,BULL,3.3,0.62,-0.72,4.11,3.083,0.0,0.0,0.0,0.0
EVT_SC_013866,2024-05-07,VEDL,BULL,4.85,0.331,-0.22,1.02,0.0,0.0,0.0,0.0,0.0
EVT_SC_013867,2024-05-07,CHOLAFIN,BULL,3.06,0.523,-0.21,3.37,0.0,0.0,2.511,0.0,0.0
EVT_SC_013868,2024-05-07,MARUTI,BULL,3.67,0.582,-1.67,2.98,2.235,0.0,0.0,0.0,0.0
EVT_SC_013869,2024-05-07,DIXON,BULL,1.93,0.519,0.72,0.61,0.0,0.0,0.0,0.0,0.0
EVT_SC_013870,2024-05-07,RELIANCE,BULL,5.0,0.458,-1.36,1.54,0.0,0.0,0.0,0.0,0.0
EVT_SC_013871,2024-05-07,JSWSTEEL,BULL,4.78,0.868,0.44,0.41,0.0,0.164,0.0,0.0,0.0
EVT_SC_013872,2024-05-07,SIEMENS,BULL,1.46,0.729,-0.8,0.71,-0.97,0.0,0.0,0.0,0.0
EVT_SC_013873,2024-05-07,TRENT,BULL,5.03,0.931,-2.47,4.84,3.2,3.523,0.0,1.85,0.0
EVT_SC_013874,2024-05-07,TITAN,BULL,1.7,0.709,-1.65,0.84,-1.05,0.0,0.0,0.0,0.0
EVT_SC_013875,2024-05-08,SBIN,NEUTRAL,5.3,0.569,-1.65,1.06,-0.9,0.0,0.0,0.0,0.0
EVT_SC_013876,2024-05-08,HINDUNILVR,NEUTRAL,4.9,0.453,-2.16,3.02,2.265,0.0,0.0,0.0,0.0
EVT_SC_013877,2024-05-08,NESTLEIND,NEUTRAL,3.85,0.615,0.68,3.43,0.0,0.0,2.529,0.0,0.0
EVT_SC_013878,2024-05-08,LTIM,NEUTRAL,5.07,0.204,-2.34,4.94,3.2,0.0,0.0,0.0,0.0
EVT_SC_013879,2024-05-08,SIEMENS,NEUTRAL,3.61,0.355,-1.16,1.47,-0.92,0.0,0.0,0.0,0.0
EVT_SC_013880,2024-05-08,MARUTI,NEUTRAL,1.5,0.406,-2.4,1.18,-1.04,0.0,0.0,0.0,0.0
EVT_SC_013881,2024-05-08,BAJFINANCE,NEUTRAL,2.08,0.41,-1.36,3.06,2.295,0.0,2.418,0.0,0.0
EVT_SC_013882,2024-05-08,HDFCBANK,NEUTRAL,3.36,0.73,-1.28,1.77,0.0,0.0,0.0,0.0,0.0
EVT_SC_013883,2024-05-08,VEDL,NEUTRAL,2.06,0.52,-0.55,3.28,2.46,0.0,0.0,0.0,0.0
EVT_SC_013884,2024-05-08,INFY,NEUTRAL,2.36,0.274,-1.02,4.12,3.09,0.0,0.0,0.0,0.0
EVT_SC_013885,2024-05-08,BHARTIARTL,NEUTRAL,1.17,0.286,-2.07,1.6,0.0,0.0,0.0,0.0,0.0
EVT_SC_013886,2024-05-08,NTPC,NEUTRAL,3.5,0.707,-0.04,3.48,0.0,2.87,2.544,1.85,0.0
EVT_SC_013887,2024-05-08,BEL,NEUTRAL,1.56,0.78,-2.24,1.06,-0.96,0.0,0.0,0.0,0.0
EVT_SC_013888,2024-05-08,TITAN,NEUTRAL,1.79,0.468,-2.01,0.94,0.0,0.0,0.0,0.0,0.0
EVT_SC_013889,2024-05-08,TATASTEEL,NEUTRAL,2.35,0.758,-1.88,1.37,0.0,0.0,0.0,0.0,0.0
EVT_SC_013890,2024-05-09,SUNPHARMA,BULL,2.39,0.335,-0.19,1.06,0.0,0.0,0.0,0.0,0.0
EVT_SC_013891,2024-05-09,HAL,BULL,4.63,0.783,-1.37,4.35,3.2,3.288,0.0,1.85,0.0
EVT_SC_013892,2024-05-09,TATAMOTORS,BULL,5.44,0.876,1.08,1.21,0.0,0.0,0.0,0.0,0.0
EVT_SC_013893,2024-05-09,ONGC,BULL,2.01,0.444,-1.28,0.76,0.0,0.0,0.0,0.0,0.0
EVT_SC_013894,2024-05-09,M&M,BULL,1.23,0.405,1.05,0.96,0.0,0.0,0.0,0.0,0.0
EVT_SC_013895,2024-05-09,POLYCAB,BULL,1.6,0.39,0.28,1.65,0.0,0.0,0.0,0.0,0.0
EVT_SC_013896,2024-05-09,VBL,BULL,3.89,0.927,-1.04,1.19,-1.01,-1.0,0.0,0.0,0.0
EVT_SC_013897,2024-05-09,TITAN,BULL,5.41,0.834,-0.01,2.98,0.0,1.192,1.043,1.85,0.0
EVT_SC_013898,2024-05-09,INFY,BULL,4.34,0.393,0.13,0.71,0.0,0.0,0.0,0.0,0.0
EVT_SC_013899,2024-05-09,BEL,BULL,4.84,0.579,-1.45,4.22,3.165,0.0,0.0,0.0,0.0
EVT_SC_013900,2024-05-09,GODREJPROP,BULL,3.95,0.517,-1.89,3.24,2.43,0.0,0.0,0.0,0.0
EVT_SC_013901,2024-05-09,POWERGRID,BULL,1.22,0.929,-0.19,0.81,0.0,0.0,0.0,0.0,0.0
EVT_SC_013902,2024-05-09,DLF,BULL,3.66,0.594,-2.47,0.61,0.0,0.0,0.0,0.0,0.0
EVT_SC_013903,2024-05-09,NTPC,BULL,1.9,0.972,-2.35,0.85,-0.91,0.0,0.0,0.0,0.0
EVT_SC_013904,2024-05-09,HDFCBANK,BULL,4.42,0.874,-0.3,2.79,0.0,1.116,0.0,1.85,0.0
EVT_SC_013905,2024-05-09,ABB,BULL,2.74,0.766,-2.31,4.67,3.2,0.0,0.0,1.85,0.0
EVT_SC_013906,2024-05-09,TCS,BULL,2.23,0.412,-0.11,3.43,0.0,0.0,0.0,0.0,0.0
EVT_SC_013907,2024-05-09,ITC,BULL,1.01,0.79,1.08,0.52,0.0,0.0,0.0,0.0,0.0
EVT_SC_013908,2024-05-09,ADANIPORTS,BULL,4.83,0.822,0.72,1.73,0.0,-1.0,0.0,0.0,0.0
EVT_SC_013909,2024-05-09,ADANIENT,BULL,2.87,0.813,-0.34,3.81,0.0,0.0,2.643,1.85,0.0
EVT_SC_013910,2024-05-09,HINDALCO,BULL,2.16,0.957,-0.65,4.27,3.2,0.0,0.0,0.0,0.0
EVT_SC_013911,2024-05-09,COALINDIA,BULL,1.77,0.858,-1.97,1.44,-1.02,0.0,0.0,0.0,0.0
EVT_SC_013912,2024-05-09,VEDL,BULL,4.65,0.475,0.26,1.56,0.0,0.0,0.0,0.0,0.0
EVT_SC_013913,2024-05-09,HINDUNILVR,BULL,1.68,0.749,-0.23,1.09,0.0,0.0,0.0,0.0,0.0
EVT_SC_013914,2024-05-09,BHARTIARTL,BULL,0.95,0.785,-1.75,1.56,0.0,0.0,0.0,0.0,0.0
EVT_SC_013915,2024-05-09,ICICIBANK,BULL,2.97,0.873,1.11,3.65,0.0,0.0,2.595,0.0,0.0
EVT_SC_013916,2024-05-09,COFORGE,BULL,4.29,0.554,-1.72,0.68,-1.01,0.0,0.0,0.0,0.0
EVT_SC_013917,2024-05-09,JSWSTEEL,BULL,1.86,0.739,-0.33,0.56,0.0,0.0,0.0,0.0,0.0
EVT_SC_013918,2024-05-10,ABB,NEUTRAL,1.17,0.835,-1.07,0.85,0.0,0.0,0.0,0.0,0.0
EVT_SC_013919,2024-05-10,COFORGE,NEUTRAL,4.26,0.884,1.19,3.92,0.0,3.082,0.0,1.85,0.0
EVT_SC_013920,2024-05-10,BAJFINANCE,NEUTRAL,3.25,0.919,0.66,1.59,0.0,0.0,0.0,0.0,0.0
EVT_SC_013921,2024-05-10,ADANIPORTS,NEUTRAL,3.2,0.643,0.24,3.42,0.0,0.0,2.526,0.0,0.0
EVT_SC_013922,2024-05-10,ONGC,NEUTRAL,2.65,0.645,-1.51,4.6,3.2,0.0,0.0,0.0,0.0
EVT_SC_013923,2024-05-10,BRITANNIA,NEUTRAL,4.83,0.202,-1.01,0.85,0.0,0.0,0.0,0.0,0.0
EVT_SC_013924,2024-05-10,HAL,NEUTRAL,2.8,0.918,-2.36,1.35,0.0,0.0,0.0,0.0,0.0
EVT_SC_013925,2024-05-10,TCS,NEUTRAL,4.34,0.672,0.7,3.49,0.0,2.875,0.0,0.0,0.0
EVT_SC_013926,2024-05-10,DRREDDY,NEUTRAL,1.79,0.875,-1.01,0.88,0.0,0.0,0.0,0.0,0.0
EVT_SC_013927,2024-05-10,CHOLAFIN,NEUTRAL,4.7,0.693,0.76,3.28,0.0,2.774,0.0,0.0,0.0
EVT_SC_013928,2024-05-10,SIEMENS,NEUTRAL,3.28,0.413,-1.83,4.01,3.007,0.0,0.0,0.0,0.0
EVT_SC_013929,2024-05-10,GODREJPROP,NEUTRAL,3.44,0.766,-0.32,4.05,0.0,3.144,2.715,1.85,0.0
EVT_SC_013930,2024-05-10,TECHM,NEUTRAL,4.97,0.301,-0.03,1.0,0.0,0.0,0.0,0.0,0.0
EVT_SC_013931,2024-05-10,PERSISTENT,NEUTRAL,2.87,0.801,0.53,3.22,0.0,0.0,0.0,1.85,0.0
EVT_SC_013932,2024-05-10,JSWSTEEL,NEUTRAL,3.68,0.347,1.03,4.16,0.0,0.0,0.0,0.0,0.0
EVT_SC_013933,2024-05-10,TATAMOTORS,NEUTRAL,2.2,0.864,0.98,3.99,0.0,0.0,2.697,0.0,0.0
EVT_SC_013934,2024-05-10,HINDALCO,NEUTRAL,3.68,0.243,0.14,1.53,0.0,0.0,0.0,0.0,0.0
EVT_SC_013935,2024-05-13,TATASTEEL,BEAR,0.87,0.414,-0.97,0.45,0.0,0.0,0.0,0.0,0.0
EVT_SC_013936,2024-05-13,PERSISTENT,BEAR,3.46,0.535,-0.96,0.89,0.267,0.0,0.0,0.0,0.0
EVT_SC_013937,2024-05-13,JSWSTEEL,BEAR,2.54,0.206,-1.25,3.17,2.377,0.0,0.0,0.0,0.0
EVT_SC_013938,2024-05-13,DIXON,BEAR,2.36,0.794,-1.55,1.01,0.303,0.0,0.0,0.0,0.0
EVT_SC_013939,2024-05-13,ABB,BEAR,4.44,0.951,-1.35,3.78,2.835,3.014,0.0,0.0,0.0
EVT_SC_013940,2024-05-13,ADANIPORTS,BEAR,3.74,0.906,0.02,0.87,0.0,-1.0,0.0,0.0,0.0
EVT_SC_013941,2024-05-13,COALINDIA,BEAR,2.2,0.967,-1.45,3.18,2.385,0.0,0.0,0.0,0.0
EVT_SC_013942,2024-05-13,POLYCAB,BEAR,4.79,0.771,-0.91,5.1,3.2,3.648,0.0,3.295,0.0
EVT_SC_013943,2024-05-13,TITAN,BEAR,4.11,0.466,0.65,0.91,0.0,0.0,0.0,0.0,0.0
EVT_SC_013944,2024-05-13,BHARTIARTL,BEAR,1.7,0.831,0.36,0.43,0.0,0.0,0.0,0.0,0.0
EVT_SC_013945,2024-05-13,ITC,BEAR,4.49,0.433,-1.3,0.42,0.0,0.0,0.0,0.0,0.0
EVT_SC_013946,2024-05-13,TECHM,BEAR,3.07,0.246,-0.96,3.96,2.97,0.0,0.0,0.0,0.0
EVT_SC_013947,2024-05-13,DLF,BEAR,2.37,0.305,-0.08,2.79,0.0,0.0,0.976,0.0,0.0
EVT_SC_013948,2024-05-13,POWERGRID,BEAR,4.14,0.905,-0.66,0.88,0.0,0.0,0.0,0.0,0.0
EVT_SC_013949,2024-05-13,CIPLA,BEAR,3.22,0.903,-1.9,14.11,3.2,7.973,7.197,7.349,7.48
EVT_SC_013950,2024-05-13,BEL,BEAR,1.22,0.965,-0.15,1.43,0.0,0.0,0.0,0.0,0.0
EVT_SC_013951,2024-05-13,COFORGE,BEAR,5.22,0.849,0.44,3.44,0.0,2.851,2.532,1.85,0.0
EVT_SC_013952,2024-05-13,HINDALCO,BEAR,3.59,0.286,0.94,4.36,0.0,0.0,0.0,0.0,0.0
EVT_SC_013953,2024-05-13,SBIN,BEAR,3.31,0.816,-0.32,3.13,0.0,2.702,0.0,1.85,0.0
EVT_SC_013954,2024-05-13,HINDUNILVR,BEAR,2.1,0.779,-2.07,1.68,0.0,0.0,0.0,0.0,0.0
EVT_SC_013955,2024-05-13,TATAMOTORS,BEAR,1.83,0.684,-0.59,1.38,-0.91,0.0,0.0,0.0,0.0
EVT_SC_013956,2024-05-13,SIEMENS,BEAR,3.39,0.557,0.97,1.1,0.0,0.0,0.0,0.0,0.0
EVT_SC_013957,2024-05-13,SUNPHARMA,BEAR,4.63,0.717,-0.3,3.02,0.0,2.65,0.0,0.0,0.0
EVT_SC_013958,2024-05-13,TRENT,BEAR,3.7,0.394,-0.57,2.53,1.897,0.0,0.0,0.0,0.0
EVT_SC_013959,2024-05-13,RELIANCE,BEAR,1.21,0.885,0.35,1.5,0.0,0.0,0.0,0.0,0.0
EVT_SC_013960,2024-05-13,BRITANNIA,BEAR,4.75,0.86,0.38,3.19,0.0,2.731,0.0,1.85,0.0
EVT_SC_013961,2024-05-13,HAL,BEAR,5.13,0.695,-2.33,4.69,3.2,3.451,2.907,0.0,0.0
EVT_SC_013962,2024-05-13,ONGC,BEAR,0.82,0.604,-0.2,0.43,0.0,0.0,0.0,0.0,0.0
EVT_SC_013963,2024-05-14,M&M,NEUTRAL,1.86,0.85,-1.09,1.35,-1.0,0.0,0.0,0.0,0.0
EVT_SC_013964,2024-05-14,POWERGRID,NEUTRAL,4.85,0.419,0.46,0.65,0.0,0.0,0.0,0.0,0.0
EVT_SC_013965,2024-05-14,TCS,NEUTRAL,3.29,0.378,0.67,1.34,0.0,0.0,0.0,0.0,0.0
EVT_SC_013966,2024-05-14,CHOLAFIN,NEUTRAL,0.94,0.203,1.2,1.45,0.0,0.0,0.0,0.0,0.0
EVT_SC_013967,2024-05-14,TRENT,NEUTRAL,3.02,0.871,-2.39,3.72,2.79,2.986,0.0,1.85,0.0
EVT_SC_013968,2024-05-14,ICICIBANK,NEUTRAL,1.55,0.352,-0.74,1.48,0.0,0.0,0.0,0.0,0.0
EVT_SC_013969,2024-05-14,COALINDIA,NEUTRAL,3.97,0.32,0.05,3.07,0.0,0.0,0.0,0.0,0.0
EVT_SC_013970,2024-05-14,BEL,NEUTRAL,3.3,0.527,-0.54,4.88,3.2,0.0,2.964,0.0,0.0
EVT_SC_013971,2024-05-14,INFY,NEUTRAL,3.46,0.892,1.13,1.03,0.0,0.0,0.0,0.0,0.0
EVT_SC_013972,2024-05-14,TITAN,NEUTRAL,1.49,0.631,-1.12,1.33,-0.96,0.0,0.0,0.0,0.0
EVT_SC_013973,2024-05-14,BAJFINANCE,NEUTRAL,2.83,0.733,-1.62,5.19,3.2,0.0,0.0,3.336,0.0
EVT_SC_013974,2024-05-14,TATAMOTORS,NEUTRAL,3.95,0.402,-2.08,3.37,2.527,0.0,0.0,0.0,0.0
EVT_SC_013975,2024-05-14,DIXON,NEUTRAL,2.91,0.415,-0.6,0.8,0.0,0.0,0.0,0.0,0.0
EVT_SC_013976,2024-05-14,TATASTEEL,NEUTRAL,2.21,0.487,-2.03,1.23,0.0,0.0,0.0,0.0,0.0
EVT_SC_013977,2024-05-14,ABB,NEUTRAL,2.61,0.772,-1.83,4.87,3.2,0.0,0.0,1.85,0.0
EVT_SC_013978,2024-05-14,SUNPHARMA,NEUTRAL,1.74,0.971,-0.27,0.71,0.0,0.0,0.0,0.0,0.0
EVT_SC_013979,2024-05-14,HINDALCO,NEUTRAL,2.14,0.22,1.01,3.19,0.0,0.0,0.0,0.0,0.0
EVT_SC_013980,2024-05-14,SBIN,NEUTRAL,0.87,0.89,-2.34,1.53,0.0,0.0,0.0,0.0,0.0
EVT_SC_013981,2024-05-14,JSWSTEEL,NEUTRAL,3.92,0.905,-0.27,3.17,0.0,2.722,0.0,1.85,0.0
EVT_SC_013982,2024-05-14,HINDUNILVR,NEUTRAL,5.01,0.728,-1.02,2.67,2.002,1.068,0.0,1.85,0.0
EVT_SC_013983,2024-05-14,MARUTI,NEUTRAL,3.89,0.433,-1.05,5.18,3.2,0.0,0.0,0.0,0.0
EVT_SC_013984,2024-05-14,GODREJPROP,NEUTRAL,2.91,0.491,0.42,3.7,0.0,0.0,0.0,0.0,0.0
EVT_SC_013985,2024-05-14,HAL,NEUTRAL,0.97,0.238,0.28,0.8,0.0,0.0,0.0,0.0,0.0
EVT_SC_013986,2024-05-14,HDFCBANK,NEUTRAL,3.9,0.721,-2.43,1.1,-0.96,-1.0,0.0,0.0,0.0
EVT_SC_013987,2024-05-15,DIXON,BULL,2.65,0.551,-1.03,3.26,2.445,0.0,0.0,0.0,0.0
EVT_SC_013988,2024-05-15,BEL,BULL,3.57,0.651,0.16,4.28,0.0,3.254,2.784,0.0,0.0
EVT_SC_013989,2024-05-15,ABB,BULL,4.86,0.379,-0.81,3.47,2.603,0.0,0.0,0.0,0.0
EVT_SC_013990,2024-05-15,INFY,BULL,2.48,0.768,0.92,1.3,0.0,0.0,0.0,0.0,0.0
EVT_SC_013991,2024-05-15,CHOLAFIN,BULL,3.92,0.935,-1.65,4.24,3.18,3.235,0.0,1.85,0.0
EVT_SC_013992,2024-05-15,VBL,BULL,5.24,0.729,-1.67,0.4,-0.98,-1.0,0.0,0.0,0.0
EVT_SC_013993,2024-05-15,ADANIPORTS,BULL,4.4,0.783,-0.26,3.38,0.0,2.822,2.514,0.0,0.0
EVT_SC_013994,2024-05-15,SIEMENS,BULL,5.05,0.427,-0.54,4.59,3.2,0.0,0.0,0.0,0.0
EVT_SC_013995,2024-05-15,LTIM,BULL,1.94,0.886,-1.83,1.6,-0.9,0.0,0.0,0.0,0.0
EVT_SC_013996,2024-05-15,ICICIBANK,BULL,3.11,0.33,-0.76,4.83,3.2,0.0,0.0,0.0,0.0
EVT_SC_013997,2024-05-15,TITAN,BULL,4.88,0.644,0.98,0.5,0.0,0.0,0.0,0.0,0.0
EVT_SC_013998,2024-05-15,HINDALCO,BULL,1.67,0.484,0.62,1.15,0.0,0.0,0.0,0.0,0.0
EVT_SC_013999,2024-05-15,POWERGRID,BULL,4.09,0.431,-1.32,3.65,2.737,0.0,0.0,0.0,0.0
EVT_SC_014000,2024-05-15,DLF,BULL,1.21,0.601,0.62,1.32,0.0,0.0,0.0,0.0,0.0
EVT_SC_014001,2024-05-15,ITC,BULL,4.71,0.735,0.56,2.77,0.0,1.108,0.0,1.85,0.0
EVT_SC_014002,2024-05-15,ONGC,BULL,3.16,0.283,-0.6,0.94,0.0,0.0,0.0,0.0,0.0
