Original_Symbol,Clean_Symbol,Session_Date,Trigger_Time,Outcome,Failing_Gate,Score,Reason
SHRIRAMFIN,SHRIRAMFIN,2025-04-11,09:34:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BLUESTARCO_588,BLUESTARCO,2025-04-14,09:40:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
M&M_372,M&M,2025-04-17,10:04:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
AUBANK,AUBANK,2025-04-22,09:22:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BSE_686,BSE,2025-04-24,10:04:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TITAN,TITAN,2025-04-25,09:48:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
AUROPHARMA_300,AUROPHARMA,2025-04-25,10:00:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
JSWSTEEL_747,JSWSTEEL,2025-04-30,09:30:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
IEX_690,IEX,2025-04-30,09:44:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
LTIM_645,LTIM,2025-05-06,09:29:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DRREDDY_376,DRREDDY,2025-05-07,09:53:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ABB_164,ABB,2025-05-08,09:48:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
VOLTAS_587,VOLTAS,2025-05-08,09:45:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KOTAKBANK_684,KOTAKBANK,2025-05-13,09:51:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KPITTECH_236,KPITTECH,2025-05-15,10:00:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TATAPOWER_572,TATAPOWER,2025-05-15,09:24:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ASIANPAINT_641,ASIANPAINT,2025-05-15,09:37:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HINDUNILVR_394,HINDUNILVR,2025-05-20,09:37:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ADANIPOWER_334,ADANIPOWER,2025-05-20,10:03:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TITAN,TITAN,2025-05-21,09:50:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TRENT_361,TRENT,2025-05-23,10:07:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
IDFCFIRSTB_319,IDFCFIRSTB,2025-05-27,09:53:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ADANIGREEN_333,ADANIGREEN,2025-05-27,10:13:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
M&M_732,M&M,2025-05-28,09:31:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
INOWIND_341,INOWIND,2025-05-30,10:03:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BIOCON_663,BIOCON,2025-06-03,09:44:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HAL_159,HAL,2025-06-04,09:26:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TORNTPHARM,TORNTPHARM,2025-06-05,09:20:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CANBK_195,CANBK,2025-06-10,10:08:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
IDFCFIRSTB_679,IDFCFIRSTB,2025-06-11,09:32:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DLF_269,DLF,2025-06-12,09:25:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
LUPIN_179,LUPIN,2025-06-16,10:02:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SWIGGY_291,SWIGGY,2025-06-19,09:48:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
LTIM,LTIM,2025-06-23,09:19:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TATAELXSI_237,TATAELXSI,2025-06-23,09:32:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
