event_id,sample_name,session_date,symbol,sector,regime,primary_archetype,confidence,v530_eligible,arch_a_alerts,arch_a_r,arch_b_alerts,arch_b_r,arch_c_alerts,arch_c_r,delta_b_vs_a_r,delta_c_vs_a_r
EVT_V6_0028771,HOLDOUT_FINAL,2025-11-03,PERSISTENT,NIFTY_IT,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.543,1,2,3.931,1,2.648,2,3.674,-1.283,-0.257
EVT_V6_0028772,HOLDOUT_FINAL,2025-11-03,ITC,NIFTY_FMCG,NEUTRAL_BULL,CLEAN_MOMENTUM_BREAKOUT,0.275,1,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028773,HOLDOUT_FINAL,2025-11-03,SBIN,NIFTY_BANK,NEUTRAL_BULL,VCP_COIL,0.49,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028774,HOLDOUT_FINAL,2025-11-03,CHOLAFIN,NIFTY_FIN_SERVICE,NEUTRAL_BULL,VCP_COIL,0.675,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028775,HOLDOUT_FINAL,2025-11-03,TCS,NIFTY_IT,NEUTRAL_BULL,CLEAN_MOMENTUM_BREAKOUT,0.367,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028776,HOLDOUT_FINAL,2025-11-03,PRESTIGE,NIFTY_REALTY,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.575,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028777,HOLDOUT_FINAL,2025-11-03,ADANIENT,NIFTY_ENERGY,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.61,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028778,HOLDOUT_FINAL,2025-11-03,BEL,NIFTY_INFRA,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.444,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028779,HOLDOUT_FINAL,2025-11-03,LTIM,NIFTY_IT,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.227,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028780,HOLDOUT_FINAL,2025-11-03,POLYCAB,NIFTY_INFRA,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.359,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028781,HOLDOUT_FINAL,2025-11-03,GODREJPROP,NIFTY_REALTY,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.406,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028782,HOLDOUT_FINAL,2025-11-03,JIOFIN,NIFTY_FIN_SERVICE,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.604,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028783,HOLDOUT_FINAL,2025-11-03,ZOMATO,NIFTY_CONSUMPTION,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.498,1,3,4.414,1,2.347,3,3.921,-2.067,-0.493
EVT_V6_0028784,HOLDOUT_FINAL,2025-11-03,DMART,NIFTY_CONSUMPTION,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.537,1,2,3.557,1,2.149,2,3.275,-1.408,-0.282
EVT_V6_0028785,HOLDOUT_FINAL,2025-11-03,COFORGE,NIFTY_IT,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.365,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028786,HOLDOUT_FINAL,2025-11-03,POWERGRID,NIFTY_ENERGY,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.489,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028787,HOLDOUT_FINAL,2025-11-04,OBEROIRLTY,NIFTY_REALTY,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.325,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028788,HOLDOUT_FINAL,2025-11-04,DMART,NIFTY_CONSUMPTION,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.627,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028789,HOLDOUT_FINAL,2025-11-04,MARUTI,NIFTY_AUTO,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.521,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028790,HOLDOUT_FINAL,2025-11-04,HDFCBANK,NIFTY_BANK,NEUTRAL_BULL,VCP_COIL,0.379,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028791,HOLDOUT_FINAL,2025-11-04,KALYANKJIL,NIFTY_CONSUMPTION,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.358,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028792,HOLDOUT_FINAL,2025-11-04,SUNPHARMA,NIFTY_PHARMA,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.502,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028793,HOLDOUT_FINAL,2025-11-04,DIXON,NIFTY_IT,NEUTRAL_BULL,VCP_COIL,0.482,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028794,HOLDOUT_FINAL,2025-11-04,LTIM,NIFTY_IT,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.474,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028795,HOLDOUT_FINAL,2025-11-04,CIPLA,NIFTY_PHARMA,NEUTRAL_BULL,VCP_COIL,0.351,1,1,-0.735,1,-0.735,1,-0.735,0.0,0.0
EVT_V6_0028796,HOLDOUT_FINAL,2025-11-04,PERSISTENT,NIFTY_IT,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.552,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028797,HOLDOUT_FINAL,2025-11-04,SBIN,NIFTY_BANK,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.344,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028798,HOLDOUT_FINAL,2025-11-04,ONGC,NIFTY_ENERGY,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.45,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028799,HOLDOUT_FINAL,2025-11-04,SIEMENS,NIFTY_INFRA,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.452,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028800,HOLDOUT_FINAL,2025-11-04,WIPRO,NIFTY_IT,NEUTRAL_BULL,VCP_COIL,0.636,1,2,-0.186,1,0.388,2,-0.071,0.574,0.115
EVT_V6_0028801,HOLDOUT_FINAL,2025-11-04,TECHM,NIFTY_IT,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.694,1,1,-0.448,1,-0.448,1,-0.448,0.0,0.0
EVT_V6_0028802,HOLDOUT_FINAL,2025-11-04,VBL,NIFTY_FMCG,NEUTRAL_BULL,CLEAN_MOMENTUM_BREAKOUT,0.384,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028803,HOLDOUT_FINAL,2025-11-04,BRITANNIA,NIFTY_FMCG,NEUTRAL_BULL,VCP_COIL,0.698,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028804,HOLDOUT_FINAL,2025-11-04,NTPC,NIFTY_ENERGY,NEUTRAL_BULL,CLEAN_MOMENTUM_BREAKOUT,0.42,1,3,5.144,1,4.155,3,4.649,-0.989,-0.495
EVT_V6_0028805,HOLDOUT_FINAL,2025-11-04,ICICIBANK,NIFTY_BANK,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.641,1,1,1.241,0,0.0,1,0.993,-1.241,-0.248
EVT_V6_0028806,HOLDOUT_FINAL,2025-11-04,GODREJPROP,NIFTY_REALTY,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.595,1,1,2.484,1,2.484,1,2.484,0.0,0.0
EVT_V6_0028807,HOLDOUT_FINAL,2025-11-04,DRREDDY,NIFTY_PHARMA,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.373,1,3,-1.355,1,-0.148,3,-0.925,1.207,0.43
EVT_V6_0028808,HOLDOUT_FINAL,2025-11-04,TCS,NIFTY_IT,NEUTRAL_BULL,VCP_COIL,0.469,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028809,HOLDOUT_FINAL,2025-11-04,ADANIENT,NIFTY_ENERGY,NEUTRAL_BULL,VCP_COIL,0.483,1,4,-1.939,1,-0.427,4,-1.234,1.512,0.705
EVT_V6_0028810,HOLDOUT_FINAL,2025-11-04,TITAN,NIFTY_CONSUMPTION,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.585,1,2,-0.388,0,0.0,2,-0.394,0.388,-0.006
EVT_V6_0028811,HOLDOUT_FINAL,2025-11-04,VEDL,NIFTY_METAL,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.225,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028812,HOLDOUT_FINAL,2025-11-04,HAL,NIFTY_INFRA,NEUTRAL_BULL,PULLBACK_KEY_LEVEL,0.276,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028813,HOLDOUT_FINAL,2025-11-04,PIDILITIND,NIFTY_CONSUMPTION,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.439,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028814,HOLDOUT_FINAL,2025-11-04,TATASTEEL,NIFTY_METAL,NEUTRAL_BULL,VCP_COIL,0.326,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028815,HOLDOUT_FINAL,2025-11-04,M&M,NIFTY_AUTO,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.37,1,3,-1.087,1,-0.831,3,-1.069,0.256,0.018
EVT_V6_0028816,HOLDOUT_FINAL,2025-11-04,ZOMATO,NIFTY_CONSUMPTION,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.436,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028817,HOLDOUT_FINAL,2025-11-04,DLF,NIFTY_REALTY,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.486,1,1,-0.887,1,-0.887,1,-0.887,0.0,0.0
EVT_V6_0028818,HOLDOUT_FINAL,2025-11-04,ASIANPAINT,NIFTY_CONSUMPTION,NEUTRAL_BULL,PULLBACK_KEY_LEVEL,0.373,1,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028819,HOLDOUT_FINAL,2025-11-04,SWIGGY,NIFTY_CONSUMPTION,NEUTRAL_BULL,CLEAN_MOMENTUM_BREAKOUT,0.404,1,1,-0.349,1,-0.349,1,-0.349,0.0,0.0
EVT_V6_0028820,HOLDOUT_FINAL,2025-11-04,COFORGE,NIFTY_IT,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.498,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028821,HOLDOUT_FINAL,2025-11-04,BAJFINANCE,NIFTY_FIN_SERVICE,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.371,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028822,HOLDOUT_FINAL,2025-11-04,ADANIPORTS,NIFTY_INFRA,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.465,1,3,-0.279,1,-0.392,3,-0.335,-0.113,-0.056
EVT_V6_0028823,HOLDOUT_FINAL,2025-11-04,POLYCAB,NIFTY_INFRA,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.374,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028824,HOLDOUT_FINAL,2025-11-04,ITC,NIFTY_FMCG,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.48,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028825,HOLDOUT_FINAL,2025-11-04,TRENT,NIFTY_CONSUMPTION,NEUTRAL_BULL,VCP_COIL,0.42,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028826,HOLDOUT_FINAL,2025-11-04,HINDUNILVR,NIFTY_FMCG,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.497,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028827,HOLDOUT_FINAL,2025-11-04,BHARTIARTL,NIFTY_INFRA,NEUTRAL_BULL,VCP_COIL,0.579,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028828,HOLDOUT_FINAL,2025-11-04,RELIANCE,NIFTY_ENERGY,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.469,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028829,HOLDOUT_FINAL,2025-11-04,CHOLAFIN,NIFTY_FIN_SERVICE,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.458,1,1,0.296,0,0.0,1,0.237,-0.296,-0.059
EVT_V6_0028830,HOLDOUT_FINAL,2025-11-04,ABB,NIFTY_INFRA,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.348,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028831,HOLDOUT_FINAL,2025-11-05,TATASTEEL,NIFTY_METAL,STRONG_BULL,LONG_BASE_ACCUMULATION,0.441,1,2,4.447,1,2.827,2,4.123,-1.62,-0.324
EVT_V6_0028832,HOLDOUT_FINAL,2025-11-05,TRENT,NIFTY_CONSUMPTION,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.494,1,2,0.27,0,0.0,2,0.107,-0.27,-0.163
EVT_V6_0028833,HOLDOUT_FINAL,2025-11-05,M&M,NIFTY_AUTO,STRONG_BULL,VCP_COIL,0.655,1,2,3.355,1,1.952,2,3.074,-1.403,-0.281
EVT_V6_0028834,HOLDOUT_FINAL,2025-11-05,MARUTI,NIFTY_AUTO,STRONG_BULL,LONG_BASE_ACCUMULATION,0.528,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028835,HOLDOUT_FINAL,2025-11-05,POWERGRID,NIFTY_ENERGY,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.584,1,2,6.58,1,4.788,2,6.222,-1.792,-0.358
EVT_V6_0028836,HOLDOUT_FINAL,2025-11-05,BRITANNIA,NIFTY_FMCG,STRONG_BULL,LONG_BASE_ACCUMULATION,0.333,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028837,HOLDOUT_FINAL,2025-11-05,HAL,NIFTY_INFRA,STRONG_BULL,LONG_BASE_ACCUMULATION,0.463,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028838,HOLDOUT_FINAL,2025-11-05,DMART,NIFTY_CONSUMPTION,STRONG_BULL,LONG_BASE_ACCUMULATION,0.741,1,1,4.025,1,4.025,1,4.025,0.0,0.0
EVT_V6_0028839,HOLDOUT_FINAL,2025-11-05,SIEMENS,NIFTY_INFRA,STRONG_BULL,LONG_BASE_ACCUMULATION,0.619,1,3,7.347,1,4.622,3,6.657,-2.725,-0.69
EVT_V6_0028840,HOLDOUT_FINAL,2025-11-05,PERSISTENT,NIFTY_IT,STRONG_BULL,CLEAN_MOMENTUM_BREAKOUT,0.482,1,2,4.778,1,3.352,2,4.493,-1.426,-0.285
EVT_V6_0028841,HOLDOUT_FINAL,2025-11-05,SWIGGY,NIFTY_CONSUMPTION,STRONG_BULL,VCP_COIL,0.366,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028842,HOLDOUT_FINAL,2025-11-05,HINDUNILVR,NIFTY_FMCG,STRONG_BULL,LONG_BASE_ACCUMULATION,0.839,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028843,HOLDOUT_FINAL,2025-11-05,NESTLEIND,NIFTY_FMCG,STRONG_BULL,VCP_COIL,0.666,1,2,-0.51,1,-0.576,2,-0.523,-0.066,-0.013
EVT_V6_0028844,HOLDOUT_FINAL,2025-11-05,PIDILITIND,NIFTY_CONSUMPTION,STRONG_BULL,LONG_BASE_ACCUMULATION,0.847,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028845,HOLDOUT_FINAL,2025-11-05,POLYCAB,NIFTY_INFRA,STRONG_BULL,VCP_COIL,0.534,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028846,HOLDOUT_FINAL,2025-11-05,ITC,NIFTY_FMCG,STRONG_BULL,PULLBACK_KEY_LEVEL,0.456,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028847,HOLDOUT_FINAL,2025-11-05,ICICIBANK,NIFTY_BANK,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.446,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028848,HOLDOUT_FINAL,2025-11-05,VBL,NIFTY_FMCG,STRONG_BULL,LONG_BASE_ACCUMULATION,0.469,1,2,2.625,1,1.748,2,2.187,-0.877,-0.438
EVT_V6_0028849,HOLDOUT_FINAL,2025-11-05,LTIM,NIFTY_IT,STRONG_BULL,VCP_COIL,0.296,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028850,HOLDOUT_FINAL,2025-11-05,TECHM,NIFTY_IT,STRONG_BULL,LONG_BASE_ACCUMULATION,0.383,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028851,HOLDOUT_FINAL,2025-11-05,ASIANPAINT,NIFTY_CONSUMPTION,STRONG_BULL,VCP_COIL,0.501,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028852,HOLDOUT_FINAL,2025-11-05,JSWSTEEL,NIFTY_METAL,STRONG_BULL,VCP_COIL,0.305,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028853,HOLDOUT_FINAL,2025-11-05,VEDL,NIFTY_METAL,STRONG_BULL,PULLBACK_KEY_LEVEL,0.679,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028854,HOLDOUT_FINAL,2025-11-05,GODREJPROP,NIFTY_REALTY,STRONG_BULL,LONG_BASE_ACCUMULATION,0.617,1,2,3.271,1,2.335,2,2.803,-0.936,-0.468
EVT_V6_0028855,HOLDOUT_FINAL,2025-11-05,BAJFINANCE,NIFTY_FIN_SERVICE,STRONG_BULL,LONG_BASE_ACCUMULATION,0.551,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028856,HOLDOUT_FINAL,2025-11-05,NTPC,NIFTY_ENERGY,STRONG_BULL,LONG_BASE_ACCUMULATION,0.482,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028857,HOLDOUT_FINAL,2025-11-05,TATAMOTORS,NIFTY_AUTO,STRONG_BULL,LONG_BASE_ACCUMULATION,0.651,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028858,HOLDOUT_FINAL,2025-11-05,OBEROIRLTY,NIFTY_REALTY,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.373,1,2,4.877,1,4.29,2,4.76,-0.587,-0.117
EVT_V6_0028859,HOLDOUT_FINAL,2025-11-05,CIPLA,NIFTY_PHARMA,STRONG_BULL,LONG_BASE_ACCUMULATION,0.736,1,2,1.958,1,1.595,2,1.776,-0.363,-0.182
EVT_V6_0028860,HOLDOUT_FINAL,2025-11-05,BHARTIARTL,NIFTY_INFRA,STRONG_BULL,LONG_BASE_ACCUMULATION,0.607,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028861,HOLDOUT_FINAL,2025-11-05,ABB,NIFTY_INFRA,STRONG_BULL,CLEAN_MOMENTUM_BREAKOUT,0.371,1,1,-0.189,1,-0.189,1,-0.189,0.0,0.0
EVT_V6_0028862,HOLDOUT_FINAL,2025-11-05,TCS,NIFTY_IT,STRONG_BULL,LONG_BASE_ACCUMULATION,0.503,1,2,1.06,1,1.425,2,1.243,0.365,0.183
EVT_V6_0028863,HOLDOUT_FINAL,2025-11-05,DRREDDY,NIFTY_PHARMA,STRONG_BULL,LONG_BASE_ACCUMULATION,0.542,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028864,HOLDOUT_FINAL,2025-11-05,DIXON,NIFTY_IT,STRONG_BULL,LONG_BASE_ACCUMULATION,0.384,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028865,HOLDOUT_FINAL,2025-11-05,COALINDIA,NIFTY_ENERGY,STRONG_BULL,LONG_BASE_ACCUMULATION,0.594,1,2,3.115,1,2.087,2,2.909,-1.028,-0.206
EVT_V6_0028866,HOLDOUT_FINAL,2025-11-05,SUNPHARMA,NIFTY_PHARMA,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.588,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028867,HOLDOUT_FINAL,2025-11-05,DLF,NIFTY_REALTY,STRONG_BULL,LONG_BASE_ACCUMULATION,0.322,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028868,HOLDOUT_FINAL,2025-11-05,INFY,NIFTY_IT,STRONG_BULL,LONG_BASE_ACCUMULATION,0.646,1,1,2.312,0,0.0,1,1.85,-2.312,-0.462
EVT_V6_0028869,HOLDOUT_FINAL,2025-11-05,BEL,NIFTY_INFRA,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.314,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028870,HOLDOUT_FINAL,2025-11-05,TITAN,NIFTY_CONSUMPTION,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.501,1,4,3.956,1,2.923,4,3.602,-1.033,-0.354
EVT_V6_0028871,HOLDOUT_FINAL,2025-11-05,ADANIENT,NIFTY_ENERGY,STRONG_BULL,VCP_COIL,0.35,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028872,HOLDOUT_FINAL,2025-11-06,DRREDDY,NIFTY_PHARMA,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.471,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028873,HOLDOUT_FINAL,2025-11-06,BRITANNIA,NIFTY_FMCG,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.223,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028874,HOLDOUT_FINAL,2025-11-06,CHOLAFIN,NIFTY_FIN_SERVICE,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.882,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028875,HOLDOUT_FINAL,2025-11-06,TATAMOTORS,NIFTY_AUTO,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.649,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028876,HOLDOUT_FINAL,2025-11-06,KALYANKJIL,NIFTY_CONSUMPTION,NEUTRAL_BULL,VCP_COIL,0.699,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028877,HOLDOUT_FINAL,2025-11-06,COFORGE,NIFTY_IT,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.534,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028878,HOLDOUT_FINAL,2025-11-06,DMART,NIFTY_CONSUMPTION,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.552,1,1,3.001,1,3.001,1,3.001,0.0,0.0
EVT_V6_0028879,HOLDOUT_FINAL,2025-11-06,BHARTIARTL,NIFTY_INFRA,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.582,1,2,4.057,1,4.174,2,4.115,0.117,0.058
EVT_V6_0028880,HOLDOUT_FINAL,2025-11-06,BAJFINANCE,NIFTY_FIN_SERVICE,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.284,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028881,HOLDOUT_FINAL,2025-11-06,ITC,NIFTY_FMCG,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.815,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028882,HOLDOUT_FINAL,2025-11-06,POLYCAB,NIFTY_INFRA,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.456,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028883,HOLDOUT_FINAL,2025-11-06,PIDILITIND,NIFTY_CONSUMPTION,NEUTRAL_BULL,VCP_COIL,0.672,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028884,HOLDOUT_FINAL,2025-11-06,TITAN,NIFTY_CONSUMPTION,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.597,1,1,3.095,1,3.095,1,3.095,0.0,0.0
EVT_V6_0028885,HOLDOUT_FINAL,2025-11-06,ABB,NIFTY_INFRA,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.464,1,2,3.265,1,1.305,2,2.873,-1.96,-0.392
EVT_V6_0028886,HOLDOUT_FINAL,2025-11-06,GODREJPROP,NIFTY_REALTY,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.401,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028887,HOLDOUT_FINAL,2025-11-06,RELIANCE,NIFTY_ENERGY,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.431,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028888,HOLDOUT_FINAL,2025-11-06,ZOMATO,NIFTY_CONSUMPTION,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.447,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028889,HOLDOUT_FINAL,2025-11-06,SBIN,NIFTY_BANK,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.343,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028890,HOLDOUT_FINAL,2025-11-06,VBL,NIFTY_FMCG,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.811,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028891,HOLDOUT_FINAL,2025-11-06,HDFCBANK,NIFTY_BANK,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.777,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028892,HOLDOUT_FINAL,2025-11-06,PRESTIGE,NIFTY_REALTY,NEUTRAL_BULL,SQUEEZE_SHORT_COVERING,0.281,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028893,HOLDOUT_FINAL,2025-11-06,M&M,NIFTY_AUTO,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.771,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028894,HOLDOUT_FINAL,2025-11-06,TATASTEEL,NIFTY_METAL,NEUTRAL_BULL,VCP_COIL,0.435,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028895,HOLDOUT_FINAL,2025-11-06,COALINDIA,NIFTY_ENERGY,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.454,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028896,HOLDOUT_FINAL,2025-11-06,DIXON,NIFTY_IT,NEUTRAL_BULL,LONG_BASE_ACCUMULATION,0.859,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0028897,HOLDOUT_FINAL,2025-11-06,SUNPHARMA,NIFTY_PHARMA,NEUTRAL_BULL,VCP_COIL,0.279,0,0,0.0,0,0.0,0,0.0,0.0,0.0
